"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","Chloroform",2019-06-20 15:00:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","Chlorophyll A",2019-06-20 15:00:00,"479-61-8","T",1.14,"ug/l",NA,"ug/l",0.16,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","Dibromochloromethane",2019-06-20 15:00:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","Nitrate+Nitrite as Nitrogen",2019-06-20 15:00:00,"NO3NO2N","T",0.491,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","Nitrogen",2019-06-20 15:00:00,"KN","T",0.49,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","Nitrogen, ammonia (As N)",2019-06-20 15:00:00,"7664-41-7","T",0.0536,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-20 15:00:00,"KN","T",0.41,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","NITROGEN, NITRATE (AS N)",2019-06-20 15:00:00,"14797-55-8","T",0.476,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","NITROGEN, NITRITE",2019-06-20 15:00:00,"14797-65-0","T",0.014,"mg/l",0.007,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","Orthophosphate as Phosphorus, Dissolved",2019-06-20 15:00:00,"PDORTHO","D",0.0244,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","PHOSPHORUS, TOTAL (AS P)",2019-06-20 15:00:00,"7723-14-0","T",0.0514,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06202019-W","TURBIDITY",2019-06-20 15:00:00,"TURB","T",16.8,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Bromodichloromethane",2019-06-25 11:45:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Bromoform",2019-06-25 11:45:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Chloroform",2019-06-25 11:45:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Chlorophyll A",2019-06-25 11:45:00,"479-61-8","T",0.53,"ug/l",NA,"ug/l",0.13,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Dibromochloromethane",2019-06-25 11:45:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Nitrate+Nitrite as Nitrogen",2019-06-25 11:45:00,"NO3NO2N","T",0.421,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Nitrogen",2019-06-25 11:45:00,"KN","T",0.42,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Nitrogen, ammonia (As N)",2019-06-25 11:45:00,"7664-41-7","T",0.0532,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-25 11:45:00,"KN","T",0.58,"mg/l",0.1,"mg/l",0.1,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","NITROGEN, NITRATE (AS N)",2019-06-25 11:45:00,"14797-55-8","T",0.41,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","NITROGEN, NITRITE",2019-06-25 11:45:00,"14797-65-0","T",0.011,"mg/l",0.007,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","Orthophosphate as Phosphorus, Dissolved",2019-06-25 11:45:00,"PDORTHO","D",0.0254,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","PHOSPHORUS, TOTAL (AS P)",2019-06-25 11:45:00,"7723-14-0","T",0.087,"mg/l",0.018,"mg/l",0.025,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-06252019-W","TURBIDITY",2019-06-25 11:45:00,"TURB","T",42.8,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Bromodichloromethane",2019-07-11 14:45:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Bromoform",2019-07-11 14:45:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Chloroform",2019-07-11 14:45:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Chlorophyll A",2019-07-11 14:45:00,"479-61-8","T",5.6,"ug/l",NA,"ug/l",0.38,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Dibromochloromethane",2019-07-11 14:45:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Nitrate+Nitrite as Nitrogen",2019-07-11 14:45:00,"NO3NO2N","T",0.342,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Nitrogen",2019-07-11 14:45:00,"KN","T",0.34,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Nitrogen, ammonia (As N)",2019-07-11 14:45:00,"7664-41-7","T",0.0136,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-11 14:45:00,"KN","T",0.38,"mg/l",0.1,"mg/l",0.1,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","NITROGEN, NITRATE (AS N)",2019-07-11 14:45:00,"14797-55-8","T",0.325,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","NITROGEN, NITRITE",2019-07-11 14:45:00,"14797-65-0","T",0.017,"mg/l",0.007,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-11 14:45:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-11 14:45:00,"7723-14-0","T",0.0243,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07112019-W","TURBIDITY",2019-07-11 14:45:00,"TURB","T",4.67,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Bromodichloromethane",2019-07-22 13:00:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Bromoform",2019-07-22 13:00:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Chloroform",2019-07-22 13:00:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Chlorophyll A",2019-07-22 13:00:00,"479-61-8","T",7.71,"ug/l",NA,"ug/l",0.44,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Dibromochloromethane",2019-07-22 13:00:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Nitrate+Nitrite as Nitrogen",2019-07-22 13:00:00,"NO3NO2N","T",0.583,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Nitrogen",2019-07-22 13:00:00,"KN","T",0.58,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Nitrogen, ammonia (As N)",2019-07-22 13:00:00,"7664-41-7","T",0.041,"mg/l",0.003,"mg/l",0.01,"","R","Accuracy error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-22 13:00:00,"KN","T",0.42,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","NITROGEN, NITRATE (AS N)",2019-07-22 13:00:00,"14797-55-8","T",0.562,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","NITROGEN, NITRITE",2019-07-22 13:00:00,"14797-65-0","T",0.021,"mg/l",0.007,"mg/l",0.01,"","R","Holding Time error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-22 13:00:00,"PDORTHO","D",0.0142,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-22 13:00:00,"7723-14-0","T",0.038,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-07222019-W","TURBIDITY",2019-07-22 13:00:00,"TURB","T",7,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Bromodichloromethane",2019-08-06 11:30:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Bromoform",2019-08-06 11:30:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Chloroform",2019-08-06 11:30:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Chlorophyll A",2019-08-06 11:30:00,"479-61-8","T",4.51,"ug/l",NA,"ug/l",0.18,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Dibromochloromethane",2019-08-06 11:30:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Nitrate+Nitrite as Nitrogen",2019-08-06 11:30:00,"NO3NO2N","T",0.322,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Nitrogen",2019-08-06 11:30:00,"KN","T",0.32,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Nitrogen, ammonia (As N)",2019-08-06 11:30:00,"7664-41-7","T",0.065,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-06 11:30:00,"KN","T",0.38,"mg/l",0.1,"mg/l",0.1,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","NITROGEN, NITRATE (AS N)",2019-08-06 11:30:00,"14797-55-8","T",0.215,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","NITROGEN, NITRITE",2019-08-06 11:30:00,"14797-65-0","T",0.107,"mg/l",0.007,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","Orthophosphate as Phosphorus, Dissolved",2019-08-06 11:30:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-06 11:30:00,"7723-14-0","T",0.0274,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08062019-W","TURBIDITY",2019-08-06 11:30:00,"TURB","T",3.2,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Bromodichloromethane",2019-08-19 12:00:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Bromoform",2019-08-19 12:00:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Chloroform",2019-08-19 12:00:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Chlorophyll A",2019-08-19 12:00:00,"479-61-8","T",5.13,"ug/l",NA,"ug/l",0.44,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Dibromochloromethane",2019-08-19 12:00:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Nitrate+Nitrite as Nitrogen",2019-08-19 12:00:00,"NO3NO2N","T",0.648,"mg/l",0.0015,"mg/l",0.002,"","R","Accuracy error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Nitrogen",2019-08-19 12:00:00,"7727-37-9","T",0.65,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Nitrogen, ammonia (As N)",2019-08-19 12:00:00,"7664-41-7","T",0.08,"mg/l",0.003,"mg/l",0.01,"","R","Precision error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-19 12:00:00,"KN","T",0.38,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","NITROGEN, NITRATE (AS N)",2019-08-19 12:00:00,"14797-55-8","T",0.629,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","NITROGEN, NITRITE",2019-08-19 12:00:00,"14797-65-0","T",0.019,"mg/l",0.007,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","Orthophosphate as Phosphorus, Dissolved",2019-08-19 12:00:00,"PDORTHO","T",0.0505,"mg/l",0.0049,"mg/l",0.005,"","R","Accuracy error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-19 12:00:00,"7723-14-0","T",0.0656,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-08192019-W","TURBIDITY",2019-08-19 12:00:00,"TURB","T",9.63,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Bromodichloromethane",2019-09-04 14:15:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Bromoform",2019-09-04 14:15:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Chloroform",2019-09-04 14:15:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Chlorophyll A",2019-09-04 14:15:00,"479-61-8","T",1.16,"ug/l",NA,"ug/l",0.16,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Dibromochloromethane",2019-09-04 14:15:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Nitrate+Nitrite as Nitrogen",2019-09-04 14:15:00,"NO3NO2N","T",0.589,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Nitrogen",2019-09-04 14:15:00,"7727-37-9","T",0.59,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Nitrogen, ammonia (As N)",2019-09-04 14:15:00,"7664-41-7","T",0.074,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-04 14:15:00,"KN","T",0.29,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","NITROGEN, NITRATE (AS N)",2019-09-04 14:15:00,"14797-55-8","T",0.573,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","NITROGEN, NITRITE",2019-09-04 14:15:00,"14797-65-0","T",0.016,"mg/l",0.007,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-04 14:15:00,"PDORTHO","D",0.044,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-04 14:15:00,"7723-14-0","T",0.074,"mg/l",0.008,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09042019-W","TURBIDITY",2019-09-04 14:15:00,"TURB","T",13.8,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Bromodichloromethane",2019-09-16 12:00:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Bromoform",2019-09-16 12:00:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Chloroform",2019-09-16 12:00:00,"67-66-3","T",0.294,"ug/l",0.24,"ug/l",1,"J","R","estimated value due to lab error ; Equipment Blank error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Chlorophyll A",2019-09-16 12:00:00,"479-61-8","T",2.45,"ug/l",NA,"ug/l",0.078,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Dibromochloromethane",2019-09-16 12:00:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Nitrate+Nitrite as Nitrogen",2019-09-16 12:00:00,"NO3NO2N","T",0.648,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Nitrogen",2019-09-16 12:00:00,"7727-37-9","T",0.65,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Nitrogen, ammonia (As N)",2019-09-16 12:00:00,"7664-41-7","T",0.086,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-16 12:00:00,"KN","T",0.33,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","NITROGEN, NITRATE (AS N)",2019-09-16 12:00:00,"14797-55-8","T",0.629,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","NITROGEN, NITRITE",2019-09-16 12:00:00,"14797-65-0","T",0.018,"mg/l",0.007,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-16 12:00:00,"PDORTHO","D",0.044,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-16 12:00:00,"7723-14-0","T",0.0626,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-09162019-W","TURBIDITY",2019-09-16 12:00:00,"TURB","T",8.1,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Bromodichloromethane",2019-10-09 00:00:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Bromoform",2019-10-09 00:00:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Chloroform",2019-10-09 00:00:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Chlorophyll A",2019-10-09 00:00:00,"479-61-8","T",0.89,"ug/l",NA,"ug/l",0.16,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Dibromochloromethane",2019-10-09 00:00:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Nitrate+Nitrite as Nitrogen",2019-10-09 00:00:00,"NO3NO2N","T",0.641,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Nitrogen",2019-10-09 00:00:00,"7727-37-9","T",0.64,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Nitrogen, ammonia (As N)",2019-10-09 00:00:00,"7664-41-7","T",0.036,"mg/l",0.003,"mg/l",0.01,"","R","Precision error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-09 00:00:00,"KN","T",0.35,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","NITROGEN, NITRATE (AS N)",2019-10-09 00:00:00,"14797-55-8","T",0.641,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","NITROGEN, NITRITE",2019-10-09 00:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","Orthophosphate as Phosphorus, Dissolved",2019-10-09 00:00:00,"PDORTHO","D",0.0418,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-09 00:00:00,"7723-14-0","T",0.0628,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10092019-W","TURBIDITY",2019-10-09 00:00:00,"TURB","T",16.4,"ntu",0.06,"ntu",0.1,"","R","Holding Time error"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10162019-W","Bromodichloromethane",2019-10-16 12:30:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10162019-W","Bromoform",2019-10-16 12:30:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10162019-W","Chloroform",2019-10-16 12:30:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-1.5","12-MOHK-1.5-10162019-W","Chlorophyll A",2019-10-16 12:30:00,"479-61-8","T",0.683,"ug/l",NA,"ug/l",0.04,"","A",""
